보증_고유키,상품설명
보증_617,"수시 입출금이 가능하고 결제계좌(공과금, 카드, 자동이체금액 등) 기능은 물론, 잔액이 크면 클수록 높은 금리를 드리며, 100일 초과시엔 더 높은 금리로 입금시점부터 이자를 계산해서 드리는 예금입니다."
보증_618,퇴직연금 가입자만을 위한 평생서비스
보증_619,원하는 기간동안 자유롭게 목돈 굴리기
보증_620,금리 변동 복리식 외화 자유적립 상품
보증_621,"복리의 마술을 경험해 보세요! 고객님께서 상품명, 회전주기, 약정기간, 납입금액, 납입주기 등을 자유롭게 정할 수 있는 장기형 복리식 자유적금 상품입니다."
보증_622,가입기간동안 수시로적립 가능한상품
보증_623,원하는 기간동안 꼬박꼬박 목돈 모으기
보증_624,변동금리로 알차게 목돈 굴려주는 예금
보증_625,입출금이 자유로운 예금
보증_626,선입선출방식의 입출금이 자유로운 예금상품
보증_627,금액별 차등 금리 적용 고금리 수시 입출금 상품
보증_628,"수시로 입출금이 가능하고 잔액이 크면 클수록 더 높은 금리를 드리는 예금입니다. 매월 결산으로 월복리 효과는 물론, 공과금 및 각종 자동이체, 신용카드 결제의 혜택을 누리실 수 있습니다."
보증_629,수시로 입출금이 가능하고 잔액이 크면 클수록 더 높은 금리를 드리는 예금
보증_630,한 계좌에 여러 통화를 자유롭게 거래하는 상품
보증_631,단 하루도 예금 가능 거치식 외화예금
보증_632,입출금이 자유로운 예금
보증_633,급여이체 실적 및 추가 조건에 따른 높은 수준의 우대이율! 다양한 수수료 면제까지 제공하는 입출금예금 상품
보증_634,통장은 사라지고 금리는 올라간 온라인 가입 전용 정기예금
보증_635,"적립금은 자유롭게, 수시로 입금이 가능하고 가입기간에 따라 확정이자를 수령 할 수 있는 고수익 적금"
보증_636,"적금설계는 자유롭게, 금리는 높게! 두가지를 모두 갖춘 꿈같은 적금"
보증_637,입출금이 자유로우면서 은행거래실적에 따른 약정이율 및 추가 조건에 따라 우대이율을 제공하는 입출금예금 상품
보증_638,고객이 직접 설정 및 변경할 수 있는 설정금액에 따라 차등금리를 제공하는 입출금 상품
보증_639,심플한 이자계산으로 여유자금도 심플하게 관리하는 자유입출금통장
보증_640,"조건없이, 다양한 수수료를 면제해드리는 통장!"
보증_641,"가입은 온라인으로 간편하게, 높은 금리와 수수료 면제까지"
보증_642,높은 수준의 금리와 다양한 수수료 면제까지! 주거래 통장에서는 만날 수 없었던 혜택을 드리는 자유입출금통장
보증_643,여유자금에 금리를 플러스! 다양한 혜택의 자유입출금통장
보증_644,"입출금이 자유로우면서 예치금액, 예치기간 등에 아무런 제한이 없으며, 최고 3억원까지 보험금을 지급하는 입출금이 자유로운 상품"
보증_645,1개월이상 5년까지 월 또는 일 단위로 가입할 수 있는 실세금리 연동형 정기예금으로 비과세 가입이 가능한 종합과세 대비상품
보증_646,"별도의 통장 발행없는 무통장예금 상품으로 창구거래외 인터넷뱅킹, 텔레뱅킹 및 자동화기기(CD/ATM) 등을 이용하여 언제든지 은행거래를 할 수 있는 온라인 거래전용 상품"
보증_647,자라나는 자녀들의 불의의 사고 및 질병에 대비한 다양한 보험혜택을 드리는 금리우대 입출금상품
보증_648,SC행복지킴이통장으로 각종 수급금을 안심하고 보장받으세요.
보증_649,"국민연금, SC국민연금안심통장으로 더 안전하게 보호하세요."
보증_650,개인이 가계수표를 발행할 수 있는 예금으로 은행이 실시하는 소정의 신용조사에서 신용평점 등으로 심사하여 결정
보증_651,스탠다드차타드은행과 함께 행복한 목돈 마련 시작하세요~
보증_652,"적립금은 자유롭게, 수시로 입금이 가능하고 가입기간에 따라 확정이자를 수령 할 수 있는 고수익 적금"
보증_653,"적금설계는 자유롭게, 금리는 높게! 두가지를 모두 갖춘 꿈같은 적금"
보증_654,친환경 활동에 참여하고자 하는 고객을 위한 정기예금
보증_655,"3개월마다 금리가 상승하는 1년제 정기예금으로 첫 예치기간( 신규 후 3개월) 경과 후 중도해지 시 3개월 단위 예치기간은 해당기간의 약정이율이 적용되어, 긴급히 자금이 필요하실 때에도 이자를 챙겨드리는 예금"
보증_656,가입시점에 회전기간을 설정한후 중도해지시에도 회전기간별로 그에 상응하는 예치기간별 예금금리를 지급하는 중도해지 파괴상품
보증_657,"외화적립식예금은 자유롭게 추가납입이 가능한 외화정기예금으로, 예치기간별 외화정기예금 금리를 지급 받을 수 있습니다."
보증_658,초이스외화보통예금은 입출금이 자유로운 외화예금으로 거래실적에 따라 해외송금수수료 또는 외화현찰수수료의 면제 또는 할인 서비스를 제공합니다.
보증_659,외화보통예금은 만기를 정하지 않고 입금 및 출금이 자유로운 외화예금입니다.
보증_660,"외화정기예금은 외화예금 중 이자율이 가장 높으며, 잦은 입출금이 필요없는 외화자금 예치시 유리한 상품입니다."
보증_661,부산시의 내일채움공제 사업의 지원대상자로 선정된 근로자만 가입 가능
보증_662,"기간, 금액, 우대이율 모두 내맘대로! 적금"
보증_663,"기간, 금액, 우대이율 모두 내맘대로!정기예금"
보증_664,생활 속에서 탄소 배출 감축에 참여하는고객 실천형 환경 상품
보증_665,생활 속에서 탄소 배출 감축에 참여하는고객 실천형 환경 상품
보증_666,판매 기간에만 가입 가능한 특판 전용 정기예금
보증_667,특판 전용 정기예금
보증_668,하나의 계좌에 다양한 금융상품을 담아 운용하며 일정기간 경과 후 여러 금융상품 운용 결과로 발생한 이익과 손실을 통산한 후 순이익을 기준으로 세제혜택 부여
보증_669,민영주택 및 국민주택모두 청약 가능한 만능상품
보증_670,시장실세금리에 연동한 약정금리를 만기일까지 적용하는 확정금리 정기예금으로 단기 고금리 상품
보증_671,불입액과 불입일자에 관계없이 고객님의 자금사정에 맞춰 적립하는 자유적립 상품으로서 이익의 일정부분을 지역의 사회공헌 활동을 통하여 지역사회 발전에 기여합니다 .
보증_672,매월 일정한 금액을 불입하여 목돈을마련하는데 유리한 개인전용 상품
보증_673,군 의무복무병사의 목돈 마련을 지원하는 적립식 적금
보증_674,만기 재가입 우대금리를 드리는 정기예금
보증_675,결혼 시 높은 우대금리를 부여하는 결혼특화상품
보증_676,청년들을 위한 비과세 혜택과 정부기여금 지원!
보증_677,부산 경제활성화를 위한 부산지역화폐동백전 특화 통장
보증_678,2024 부산세계탁구선수권대회 개최 기념&&특판 적금!
보증_679,1년 단위로 약정이율을 변경하여 적용하는 회전형 장기 정기예금
보증_680,구직촉진수당 등 수급자 전용 압류방지 통장
보증_681,"가족, 친구, 동호회 각종 모임자금은이 상품 하나로 끝!"
보증_682,사학연금 수급자 전용 압류방지 통장
보증_683,MZ세대 고객에게 높은 금리와 다양한 서비스로 우대하여 드립니다.
보증_684,부산은행 주택담보노후연금 수급자 전용 압류방지 통장
보증_685,체당금 수급자 전용 압류방지 통장
보증_686,기업의 단기운전자금 운용에 적합한 입금 및 출금이 자유로운 예금
보증_687,가입대상 및 가입금액 제한이 없으며 입금 및 출금이 자유로운 예금
보증_688,펫 다이어리 작성하고 우대금리 받는정기적립식 및 자유적립식 적금상품
보증_689,소상공인(개인사업자)를 위한 부산은행 주거래 통장
보증_690,군인연금 수급자 전용 압류방지 통장
보증_691,기업과 관련된 모든 자금을 하나의 통장에서 효율적으로 관리할 수 있는 부산은행 대표 주거래 기업통장
보증_692,손쉬운 우대조건으로 각종 수수료 면제와부가서비스를 제공하는 주거래 통장
보증_693,"손쉬운 우대조건으로 각종 수수료 면제 혜택을 보유한 영유아, 어린이 및 청소년 용돈 관리 전용 통장"
보증_694,"흡연자, 비흡연자 모두 가입 가능한 금연특화 상품 소액으로 매일 자유롭게 적금 불입 가능"
보증_695,근로복지공단에서 입금하는 산업재해보험급여만 입금 가능한 압류방지 전용 통장
보증_696,청년 주거 취약층에 대한 특화 혜택을 부여한 정부 정책 상품
보증_697,보증기관의 보증서대출금 입금 전용 통장
보증_698,누구에게나 조건 없는 특판금리 상품
보증_699,은행 방문 없이 계좌개설이 가능한 썸뱅크 전용 입출금통장
보증_700,개인종합자산관리계좌(ISA) 계좌에 편입되는 ISA 전용 정기예금
보증_701,공무원연금공단에서 입금 받는 공무원연금을 (가)압류 등 법적 지급제한으로부터 안전하게 지켜 드립니다.
보증_702,자영업 전용상품으로 소액예금 우대/ 교차상품 가입 추가 우대/ 각종 수수료면제 및 부가서비스를 제공 하는 입출금 통장!!
보증_703,금리가 튄다.!!! 기업 단기자금 운용에 예치기간이 늘어날수록 높은 금리를 지급하는 단기자금 재테크전용 통장!
보증_704,"국가와 지역을 위해 혼신을 다하시는 공무원, 군인, 경찰, 소방관, 교사, 공공기관 및 지방공기업 임직원분들께 특별한 혜택을 드리는 상품!!"
보증_705,고객님이 국민연금공단에서 입금 받으시는 국민연금을 (가)압류 등 법적 지급제한으로부터 안전하게 지켜 드립니다.
보증_706,아파트관리비 자동이체로 매력적인 금융혜택을 누리세요!
보증_707,"기초생활수급자, 소년소녀가장, 북한이탈주민, 결혼이민자(다문화가정)의 목돈마련 적립 지원에 걸맞는 현실적인 수준의 고금리를 제공하는 특별상품!!"
보증_708,수익성과 안전성을 동시에!적금과 펀드 한번에 투자하기
보증_709,"고객님의 소중한 연금, 다양한 혜택으로우대하여 드립니다."
보증_710,1년제 재예치로 연복리 효과를 누리세요.중도에 적금의 해지없이 분할인출 기능까지!
보증_711,기업 및 근로자의 퇴직금을 원리금 보장형 연금자산으로 운용하기 위한 정기예금
보증_712,"압류금지 수급권만 입금이 가능하며, 그 이외 자금은 입금이 불가한 통장."
보증_713,목돈을 일정기간 예치하여 매월 이자를 지급하거나 만기에 일시금으로 수령하는 목돈운용상품
보증_714,은행이 보유한 국.공채 등 채권을 고객에게 판매하고 일정기간 경과후 소정의 이자를 가산하여 은행이 다시 매입하는 투자방법
보증_715,"은행을 발행인 및 지급인으로, 고객을 수취인으로 하는 약속어음을 발행하며 양도가 자유롭고 짧은 기간의 여유자금을 운용하는데 유리한 고수익성 상품"
